Year,1970. 01,1970. 02,1970. 03,1970. 04,1970. 05,1970. 06,1970. 07,1970. 08,1970. 09,1970. 10,1970. 11,1970. 12,1971. 01,1971. 02,1971. 03,1971. 04,1971. 05,1971. 06,1971. 07,1971. 08,1971. 09,1971. 10,1971. 11,1971. 12,1972. 01,1972. 02,1972. 03,1972. 04,1972. 05,1972. 06,1972. 07,1972. 08,1972. 09,1972. 10,1972. 11,1972. 12,1973. 01,1973. 02,1973. 03,1973. 04,1973. 05,1973. 06,1973. 07,1973. 08,1973. 09,1973. 10,1973. 11,1973. 12,1974. 01,1974. 02,1974. 03,1974. 04,1974. 05,1974. 06,1974. 07,1974. 08,1974. 09,1974. 10,1974. 11,1974. 12,1975. 01,1975. 02,1975. 03,1975. 04,1975. 05,1975. 06,1975. 07,1975. 08,1975. 09,1975. 10,1975. 11,1975. 12,1976. 01,1976. 02,1976. 03,1976. 04,1976. 05,1976. 06,1976. 07,1976. 08,1976. 09,1976. 10,1976. 11,1976. 12,1977. 01,1977. 02,1977. 03,1977. 04,1977. 05,1977. 06,1977. 07,1977. 08,1977. 09,1977. 10,1977. 11,1977. 12,1978. 01,1978. 02,1978. 03,1978. 04,1978. 05,1978. 06,1978. 07,1978. 08,1978. 09,1978. 10,1978. 11,1978. 12,1979. 01,1979. 02,1979. 03,1979. 04,1979. 05,1979. 06,1979. 07,1979. 08,1979. 09,1979. 10,1979. 11,1979. 12,1980. 01,1980. 02,1980. 03,1980. 04,1980. 05,1980. 06,1980. 07,1980. 08,1980. 09,1980. 10,1980. 11,1980. 12,1981. 01,1981. 02,1981. 03,1981. 04,1981. 05,1981. 06,1981. 07,1981. 08,1981. 09,1981. 10,1981. 11,1981. 12,1982. 01,1982. 02,1982. 03,1982. 04,1982. 05,1982. 06,1982. 07,1982. 08,1982. 09,1982. 10,1982. 11,1982. 12,1983. 01,1983. 02,1983. 03,1983. 04,1983. 05,1983. 06,1983. 07,1983. 08,1983. 09,1983. 10,1983. 11,1983. 12,1984. 01,1984. 02,1984. 03,1984. 04,1984. 05,1984. 06,1984. 07,1984. 08,1984. 09,1984. 10,1984. 11,1984. 12,1985. 01,1985. 02,1985. 03,1985. 04,1985. 05,1985. 06,1985. 07,1985. 08,1985. 09,1985. 10,1985. 11,1985. 12,1986. 01,1986. 02,1986. 03,1986. 04,1986. 05,1986. 06,1986. 07,1986. 08,1986. 09,1986. 10,1986. 11,1986. 12,1987. 01,1987. 02,1987. 03,1987. 04,1987. 05,1987. 06,1987. 07,1987. 08,1987. 09,1987. 10,1987. 11,1987. 12,1988. 01,1988. 02,1988. 03,1988. 04,1988. 05,1988. 06,1988. 07,1988. 08,1988. 09,1988. 10,1988. 11,1988. 12,1989. 01,1989. 02,1989. 03,1989. 04,1989. 05,1989. 06,1989. 07,1989. 08,1989. 09,1989. 10,1989. 11,1989. 12,1990. 01,1990. 02,1990. 03,1990. 04,1990. 05,1990. 06,1990. 07,1990. 08,1990. 09,1990. 10,1990. 11,1990. 12,1991. 01,1991. 02
CCI,100.6,101.5,101.9,103.2,103.2,103.2,103,102.6,102.7,102.1,101.9,101.4,101.1,101.3,101.5,101.8,101.9,102.3,102,101.2,99.9,98.7,98.5,97.8,96.2,95.4,94.7,95.6,95.4,95.9,95.8,96,96.9,97.4,98.2,99.4,100.5,100.6,100.4,101.1,102.2,102.3,102.6,103.6,104.8,105.7,105.7,105.2,105.2,106.1,105.3,103.9,104,103.9,104.5,103.2,101.9,100.1,99.5,99.4,99.5,100.1,99.9,99.4,98.6,98.2,97.4,98.4,98.1,98.5,98.9,99.1,99.8,99.5,99.4,99,99.2,99.7,101,101.5,101.3,99.9,99.3,98.5,98.1,97.9,97.6,97.9,97.3,98.2,97.4,97.8,97.3,98,98.1,99.3,100.6,101.3,101.4,101.4,101.7,101.7,102,102.7,103.4,103.8,104.1,104.4,105.1,105.1,104.8,103.9,104,103.4,103.4,102.5,102.2,102.5,102.4,102.5,102.5,101.8,101.3,100.4,99.6,98.7,98.4,98.5,98,98.2,98,98.5,99.2,99.8,100.7,101,101.5,101.4,101.4,101.5,101.3,101.4,101.1,100.9,100.5,99.8,99.6,99.2,99,99.1,99.2,99,99.5,99.3,99.7,99.7,100,100.1,100,99.8,100.3,100.7,100.8,100.9,101,101.2,101.3,101.3,101.8,101.5,101.7,101.4,101.4,101.6,101.5,101.3,100.7,100.1,99.5,99.3,98.6,98.4,98.2,98.5,98.7,98.8,98.6,98.1,97.8,97.8,98.2,98.8,98.8,98.9,98.8,99.1,100,100.4,100.5,100.6,100.4,100.3,100.1,100,99.8,100,100.4,100.7,101.4,101.9,102.1,101,100.3,100.6,101.7,102.2,102.1,102.2,101.7,101.1,100.3,100,99.8,100,100.1,100.3,100.1,99.7,99.5,99.4,99.4,99,98.7,98.8,99.1,99.7,100.2,100.1,99.9,99.7,99.6,99.8,99.9,100.2,100.1,100,99.9,100.2,100.3,100.2,100.3,100.3,100.6,101.2
